source;target;date;origin;destination
50;26;1731-11-23;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Cideville, Seine-Maritime, Haute-Normandie, France, Europe
2;19;1731-11-28;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;22;1731-12-1;Unknown;Unknown
2;50;1731-12-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1731-12-10;Unknown;Unknown
50;26;1731-12-2;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Joigny, Yonne, Burgundy, France, Europe
2;26;1731-12-20;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1731-12-22;Unknown;Unknown
2;22;1731-12-25;Unknown;Unknown
2;50;1731-12-26;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;22;1731-12-5;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
26;2;1731-2-12;"Rouen, Seine-Maritime (department), Haute-Normandie, France,
                     Europe";Unknown
55;1093;1731-2-15;Unknown;Unknown
2;26;1731-2-16;Unknown;Unknown
19;2;1731-2-24;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
2;26;1731-2-3;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1731-3-2;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;56;1731-3-4;Unknown;Unknown
56;2;1731-3-7;Unknown;Unknown
2;22;1731-5-1;Unknown;Unknown
57;36;1731-5-1;Unknown;Unknown
50;2;1731-5-15;Unknown;Unknown
24;1094;1731-5-15;Unknown;Unknown
2;50;1731-5-15;Unknown;Unknown
58;1096;1731-5-15;Unknown;Unknown
50;26;1731-5-31;Canteleu, Seine-Maritime (department), Haute-Normandie, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1731-6-1;Unknown;Unknown
2;1096;1731-6-20;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;1063;1731-6-30;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;22;1731-6-30;Unknown;Unknown
2;26;1731-7-26;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1731-7-26;Unknown;Unknown
26;2;1731-7-31;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;26;1731-8-10;Unknown;Unknown
2;1097;1731-8-15;Unknown;Unknown
2;26;1731-8-19;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1731-8-5;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1731-8-8;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;94;1731-8-9;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
50;2;1731-9-1;Unknown;Unknown
2;50;1731-9-15;Unknown;Unknown
2;38;1731-9-20;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;26;1731-9-27;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1731-9-28;Unknown;Unknown
2;26;1731-9-3;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1731-9-5;Unknown;Unknown
50;26;1732-1-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1732-1-15;Unknown;Unknown
2;1074;1732-1-15;Unknown;Unknown
2;72;1732-1-15;Unknown;Unknown
2;1098;1732-1-15;Unknown;Unknown
2;318;1732-1-16;Unknown;Unknown
50;26;1732-1-26;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1732-1-3;Unknown;Unknown
4;1073;1732-10-1;Unknown;Unknown
30;2;1732-10-15;Unknown;Unknown
59;26;1732-10-27;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;1099;1732-10-29;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Tours, Indre-et-Loire, Centre, France, Europe
2;112;1732-10-30;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
59;26;1732-10-4;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;112;1732-11-12;"Fontainebleau, Seine-et-Marne (department), Île-de-France, France,
                     Europe";Unknown
2;112;1732-11-15;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;112;1732-11-20;Unknown;Unknown
2;1100;1732-11-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;112;1732-11-3;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;112;1732-12-1;Unknown;Unknown
26;2;1732-12-12;Unknown;Unknown
2;26;1732-12-15;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1732-12-15;Unknown;Unknown
2;112;1732-12-15;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;115;1732-12-19;Unknown;Unknown
2;26;1732-12-19;Unknown;Unknown
2;26;1732-12-20;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;112;1732-12-20;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
26;2;1732-12-20;Unknown;Unknown
2;50;1732-12-21;Unknown;Unknown
2;1100;1732-12-25;"Paris, Ville de Paris (department), Île-de-France, France,
                     Europe";Unknown
2;50;1732-12-25;Unknown;Unknown
2;26;1732-12-30;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;1101;1732-12-30;Unknown;Greater London, England, Europe
2;245;1732-12-31;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
26;2;1732-12-31;Unknown;Unknown
2;50;1732-12-6;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
26;2;1732-2-11;Unknown;Unknown
50;26;1732-2-18;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1732-2-23;Unknown;Unknown
2;26;1732-2-27;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1732-2-3;Unknown;Unknown
19;2;1732-3-1;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
2;318;1732-3-10;Unknown;Unknown
60;2;1732-3-14;Unknown;Unknown
2;318;1732-3-14;Unknown;Unknown
2;318;1732-3-15;Unknown;Unknown
2;26;1732-3-17;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
19;2;1732-3-20;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
2;1102;1732-3-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
50;26;1732-3-7;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1732-3-8;Unknown;Unknown
2;318;1732-4-1;Unknown;Unknown
2;318;1732-4-13;Unknown;Unknown
2;60;1732-4-14;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;19;1732-4-14;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;22;1732-4-14;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1732-4-17;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1732-4-18;Unknown;Unknown
60;2;1732-4-27;Épernay, Marne (department), Champagne-Ardenne, France, Europe;Unknown
2;26;1732-5-10;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1732-5-13;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;1103;1732-5-13;Unknown;Unknown
2;26;1732-5-16;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1732-5-2;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1732-5-2;Unknown;Unknown
4;19;1732-5-20;Brussels, Bruxelles (region), Belgium, Europe;Unknown
2;22;1732-5-26;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1732-5-29;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;50;1732-5-29;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;318;1732-5-29;Unknown;Unknown
26;2;1732-5-3;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;377;1732-5-30;Unknown;Château de Sceaux, Hauts-de-Seine, Île-de-France, France, Europe
19;4;1732-5-6;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
2;50;1732-5-8;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1732-6-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1732-6-27;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1732-6-30;Unknown;Unknown
26;2;1732-7-1;"Rouen, Seine-Maritime (department), Haute-Normandie, France,
                     Europe";Unknown
2;26;1732-7-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1732-7-10;Unknown;Unknown
2;318;1732-7-15;Unknown;Unknown
61;2;1732-7-31;"Rouen, Seine-Maritime (department), Haute-Normandie, France,
                     Europe";Unknown
2;1098;1732-7-8;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;22;1732-7-9;Unknown;Unknown
26;2;1732-8-12;Unknown;Unknown
26;2;1732-8-17;Unknown;Unknown
2;59;1732-8-20;Unknown;Unknown
2;26;1732-8-21;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1732-8-23;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
26;2;1732-8-25;Unknown;Unknown
2;1063;1732-8-25;Unknown;Unknown
2;50;1732-8-26;Unknown;Unknown
2;26;1732-8-26;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
26;2;1732-8-28;Unknown;Unknown
50;26;1732-8-28;Gaillon, Eure (department), Haute-Normandie, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1732-8-3;Unknown;Unknown
2;61;1732-8-3;Unknown;Unknown
59;26;1732-8-30;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;1093;1732-8-5;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1732-8-9;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
4;1104;1732-9-1;Brussels, Bruxelles (region), Belgium, Europe;Unknown
2;50;1732-9-12;Unknown;Unknown
2;26;1732-9-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
26;2;1732-9-24;"Rouen, Seine-Maritime (department), Haute-Normandie, France,
                     Europe";Unknown
2;26;1732-9-3;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;183;1732-9-30;Unknown;Unknown
26;2;1732-9-8;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
50;2;1733-1-13;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
4;1104;1733-1-13;Brussels, Bruxelles (region), Belgium, Europe;Unknown
2;103;1733-1-15;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;50;1733-1-27;Unknown;Unknown
2;26;1733-1-27;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
62;361;1733-1-29;Dijon, Côte-d'Or (department), Bourgogne, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;26;1733-1-4;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
63;1105;1733-10-0;Unknown;Unknown
2;156;1733-10-10;Unknown;Unknown
2;26;1733-10-11;Unknown;Unknown
2;1106;1733-10-15;Unknown;Unknown
64;2;1733-10-15;Unknown;Unknown
2;64;1733-10-15;Unknown;Unknown
65;27;1733-10-16;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-10-2;Unknown;Unknown
2;1107;1733-10-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-10-27;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;318;1733-11-1;Unknown;Unknown
59;26;1733-11-10;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1733-11-15;Unknown;Unknown
2;1108;1733-11-15;Unknown;Unknown
2;1106;1733-11-15;Unknown;Unknown
2;1102;1733-11-16;Paris, Ville de Paris (department), Île-de-France, France, Europe;Fougeray, Ille-et-Vilaine, Brittany, France, Europe
66;18;1733-11-18;Unknown;Unknown
66;28;1733-11-18;Unknown;Unknown
2;19;1733-11-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
50;26;1733-11-20;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
66;1109;1733-11-21;Unknown;Unknown
2;64;1733-11-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-11-26;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;64;1733-11-3;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-11-6;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;318;1733-12-10;Unknown;Unknown
67;64;1733-12-15;Unknown;Unknown
2;1110;1733-12-15;Unknown;Unknown
2;26;1733-12-27;Unknown;Unknown
19;2;1733-12-28;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
2;26;1733-12-5;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;318;1733-12-6;Unknown;Unknown
26;2;1733-2-10;Unknown;Unknown
26;2;1733-2-15;Unknown;Unknown
26;2;1733-2-2;Unknown;Unknown
2;22;1733-2-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-2-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
59;26;1733-2-5;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1733-3-15;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1733-3-15;Unknown;Unknown
2;122;1733-3-20;Unknown;Unknown
50;26;1733-3-21;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
62;361;1733-3-24;Dijon, Côte-d'Or (department), Bourgogne, France, Europe;Unknown
2;26;1733-3-25;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1733-3-25;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1733-3-25;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
26;2;1733-3-28;Unknown;Unknown
68;4;1733-3-30;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Brussels, Brussels capital region, Belgium, Europe
69;1111;1733-3-8;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
59;26;1733-3-9;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1733-4-1;Unknown;Unknown
2;318;1733-4-10;Unknown;Unknown
2;318;1733-4-11;Unknown;Unknown
4;68;1733-4-11;château d'Héverlé, Leuven, Flemish Brabant (province), Vlaanderen, Belgium, Europe;Unknown
70;24;1733-4-11;Unknown;Unknown
2;26;1733-4-12;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;265;1733-4-12;Unknown;Unknown
2;318;1733-4-12;Unknown;Unknown
2;22;1733-4-13;Unknown;Unknown
2;318;1733-4-15;Unknown;Unknown
50;2;1733-4-15;Unknown;Unknown
50;26;1733-4-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
59;26;1733-4-19;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1733-4-2;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
50;26;1733-4-2;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1733-4-20;Unknown;Unknown
2;26;1733-4-21;Unknown;Unknown
50;26;1733-4-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1733-4-5;Unknown;Unknown
2;318;1733-4-8;Unknown;Unknown
50;26;1733-5-1;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1733-5-10;Unknown;Unknown
2;174;1733-5-10;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;26;1733-5-15;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
26;2;1733-5-17;Unknown;Unknown
2;26;1733-5-19;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1733-5-21;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;1112;1733-5-25;Unknown;Unknown
2;26;1733-5-29;Unknown;Unknown
2;22;1733-5-31;Unknown;Unknown
26;2;1733-5-4;Unknown;Unknown
2;26;1733-5-6;Unknown;Unknown
2;67;1733-5-6;Unknown;Unknown
2;50;1733-6-1;Unknown;Unknown
2;26;1733-6-10;Unknown;Unknown
59;26;1733-6-15;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
71;2;1733-6-16;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
26;2;1733-6-19;Unknown;Unknown
2;71;1733-6-25;Unknown;Unknown
2;26;1733-6-26;Unknown;Unknown
2;71;1733-6-5;Unknown;Unknown
59;26;1733-6-5;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1733-7-1;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
26;2;1733-7-10;Unknown;Unknown
2;26;1733-7-14;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1733-7-14;Unknown;Unknown
2;24;1733-7-15;Unknown;Unknown
2;1108;1733-7-20;Unknown;Unknown
2;156;1733-7-20;Unknown;Unknown
2;22;1733-7-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-7-26;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1733-7-26;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;22;1733-7-27;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-7-28;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1733-7-28;Unknown;Greater London, England, Europe
2;26;1733-7-3;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1733-7-31;Unknown;Unknown
2;1113;1733-7-9;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
26;2;1733-8-11;Unknown;Unknown
2;26;1733-8-14;Unknown;Unknown
2;50;1733-8-15;Unknown;Unknown
2;26;1733-8-2;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
24;156;1733-8-20;Unknown;Unknown
26;67;1733-8-23;Unknown;Unknown
2;64;1733-8-29;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
59;26;1733-8-7;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;112;1733-9-10;Unknown;Unknown
2;72;1733-9-14;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;371;1733-9-14;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;1107;1733-9-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1733-9-15;Unknown;Unknown
59;86;1733-9-16;Unknown;Unknown
64;2;1733-9-20;Unknown;Unknown
72;1114;1733-9-24;Hampton Court, Hampton, Richmond upon Thames (borough), Greater London, England, United Kingdom, Europe;Unknown
2;26;1733-9-26;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;112;1733-9-28;Unknown;Unknown
2;22;1733-9-5;Unknown;Unknown
2;1100;1734-1-1;Unknown;Unknown
67;112;1734-1-10;Versailles, Yvelines (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;112;1734-1-11;Unknown;Unknown
67;112;1734-1-12;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
67;112;1734-1-13;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
67;112;1734-1-14;Unknown;Unknown
67;112;1734-1-15;Unknown;Unknown
19;4;1734-1-21;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
67;112;1734-1-22;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
67;112;1734-1-23;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
67;112;1734-1-24;Unknown;Unknown
4;19;1734-1-30;Brussels, Bruxelles (region), Belgium, Europe;Lyons, Rhône, Rhône-Alpes, France, Europe
